Channel	Fiscal Year	Month	Date	Market	Comments
大众点评	FY23	January	44948	484 SuZ	今天大年初一， 下雨天， 适合室内活动， 没想到宜家这么多人， 简直跟菜市场一样， 还有好多遛娃的， 推着手推车人挤人， 赶紧随便买了一些东西闪人， 出门口本想买个甜筒🍦， 一看也是排了几十个人， 还好积分换礼品的地方不用排队， 还用会员券领到了巧克力， 很赞！
大众点评	FY23	January	44948	401 HZ	"宜家餐厅饮料真不是一般的差啊
【饮料】7.9元一杯可以续杯， 但是只有碳酸饮料和咖啡。这咖啡是速溶的， 喝起来和板蓝根水一样的味道。
碳酸饮料基本就是气和水， 对不起7.9这个价格。

另外【提拉米苏】是第二个半价， 但是我买了两个， 一个冰的像石头， 一个不冰。这是什么鬼？

【羊肉串】不错， 一串12， 都是瘦肉。"
大众点评	FY23	January	44946	886 SY	"宜家最赞的就是停车方便！可以停在露天超大停车场， 也可以停室内和地下！
宜家还是个遛娃的好去处！宝宝可以沉浸式体验不同的房间， 还有专门为儿童设计的益智游戏去区！
喜欢宜家的风格， 既节省空间又便于收纳！
衣柜板材很环保， 没有一点儿异味！
每次去逛完必买二楼收银台出口的热狗冰淇淋！[调皮]"
大众点评	FY23	January	44946	856 XH	"宜家的风格就是现代， 简约， 环保。整体来说， 和其他品牌比较， 还算性价比， 比较高的。地方大， 品种全， 小到香薰蜡烛花瓶， 大到沙发桌椅衣柜， 柜子还可以定制， 很多人性化的东西， 确实蛮不错的。
就是现在尺子变少了， 来买东西的时候记得自己带好尺子。
过年期间都没什么人， 逛逛蛮好的。"
大众点评	FY23	January	44946	856 XH	"小朋友太高大了， 小时候的书桌不够高， 打算换个实木大书桌。看中了书桌和漂亮的被套， 家里每个房间来一套， 新年盖新被子咯。拼拼凑凑十二件， 居然还抽奖抽到个巧克力， 好开心呀。负责抽奖的小姐姐也很好呢。
逛宜家， 小朋友还是很乐意的， 因为这里有他最爱的餐厅呀。每样来一份， 扫码点单很方便。
买买买吃吃吃一步到位， 收获满满打道回府。"
大众点评	FY23	January	44946	856 XH	周五会员日逛宜家非常合适， 停车4Ｈ免费， 吃点简餐， 牛排套餐39.9超级实惠。最近发现宜家有微信扫码订购商品， 等候短信通知到自提柜自取， 服务好贴心， 速度也很快。自助结账后， 找到自提柜， 旁边就是出口&车库入口， 高效～
大众点评	FY23	January	44946	401 HZ	"[理由]选店理由：
想买一个厨房用的置物架， 好自己拼装， 买了就能用， 首先宜家

[服务]服务细节：
晚餐也是在一家吃的， 牛排+意面🍝"
大众点评	FY23	January	44946	058 TJDL	他的咖啡☕终于上线了[吐][吐][吐][色]喜欢喝
大众点评	FY23	January	44945	495 DL	"大连宜家
一个春节必须观光的地方， 游园会很好玩。之前积分兑换礼品。各种春节氛围满满。孩子高兴。大人买的舒服。来了不知道几次。每次都感觉很不错很好。能买能休息能舒服很好。春节接着溜达。买买买。吃的还舒服。"
大众点评	FY23	January	44945	673 HF	"宜家真的好好拍呀～
四楼的停车场🅿️和一楼的货架超出片
但是一定要注意安全哦～毕竟是停车场🅿️
吃的就不推荐了 就1块钱的冰淇淋🍦还可以
不过我没有去二楼餐厅🍴有好吃的可以推荐一下哦
整体逛下来大约需要半小时不到。"
大众点评	FY23	January	44945	558 TJZB	宜家的饭真是越来越难吃， 牛排嚼不烂， 酱汁超级甜， 配菜从西蓝花胡萝卜换成了酸黄瓜， 越来越省事。味道真不行， 失望[难过]
大众点评	FY23	January	44945	584 GZTH	"到广州第一天就是来逛宜家， 还是很好逛， 逛累了就坐一坐躺一躺歇一歇。宜家的风格确实老少皆宜， 简约而不简单， 虽然材质有些一般， 但宜家关键就在于设计。
然后来宜家最不能错过的就是买一只冰淇淋[调皮]哈哈哈下次一定不能错过“宜家餐”"
大众点评	FY23	January	44945	833 SZ	"要是能开多一家来罗湖就好了～
真是一个可以全家乐的地方吖
每次来都要逛很久， 买一些实用的家居用品
新春活动🈶️指定商品优惠噢
真的划算吖
可能是好久没来了， 新开了咖啡厅呢
工作日还可免费喝咖啡☕️（当然要注册宜家会员哈）"
大众点评	FY23	January	44946	214 XHM	"好长时间没去宜家家居了， 节前为了给小孙子买礼物， 又一次来到宜家家居。
不是双休日， 客人不多， 已经有几分年味儿了。重点看了儿童用品， 从家具到玩具、用品， 种类不少， 质量还是很有保证的。买了两个玩具， 但孩子最喜欢的还是宜家小餐馆的烤串和冰激凌"
大众点评	FY23	January	44946	885 BC	餐厅是越来越水了， 三文鱼不配色拉了， 变成了酸黄瓜[撇嘴]羊排刚出的时候一份是三块， 现在变两块， 肉丸子本来配的蔓越莓酱现在变成了草莓酱， 色拉里也要放酸黄瓜， 连生菜和芝麻菜都不嫩， 哎！以后网上买买算了， 本来餐厅是我来逛宜家的动力之一呢！毕竟这个动线， 谁逛谁知道， 一圈下来没个7、8000步别想出去[尴尬]情愿你们涨价的好吧！
大众点评	FY23	January	44946	484 SuZ	没事去逛了宜家， 现在停车开始收费了。里面很多东西还是挺不错的。二楼吃了点东西， 口感也是一样， 无功无过。
大众点评	FY23	January	44946	584 GZTH	很久没来宜家了， 家具价格还是可以， 几百块的沙发就能买到很不错的了， 其他的小东西也很不错， 价格也不贵， 很舒服， 有时候即使不买东西也想过来逛逛， 感受一下美好的家是怎么样的， 最后再吃一个甜筒🍦， 感觉整个人就开心起来了
大众点评	FY23	January	44946	673 HF	每次来都有收获， 买一些家庭要用的东西， 顺便还能吃一顿饭， 今天去一块钱的冰淇淋没有了双色的也还不错， 另外买了非常多的实用的东西找到一个小时中， 只有两个手指头大、放在房间的圆柜上刚刚好很可爱， 还有一些嗯嗯进口的东西价格挺贵的没有舍得入手， 回家量好尺寸， 下次再来
大众点评	FY23	January	44946	802 SYQ	"宜家在中国的地区限定（我编的）：
老人买菜小推车？该车轱辘是松石绿， 车体是青金石色。你问我它的售卖目标群体， 我只能说这是宜家出的艺术装置。可以买回来装饰家里挂起来， “新青年”认可“新文化”。

🍝
快过年🧧餐厅不用排队、不用推搡着抢位置， 爽。再过几年连过年都不可能来了， 来这种地方逛还是相对痛苦。

🧾
打扫卫生用品一直属于比淘宝便宜好买的， 刷子、小簸箕等等。给自己购置了新年礼物， 一只小恐龙。新的一年我希望我的活力看上去起码能像我的恐龙🦕公仔一样。帅气而阳光☀️"
大众点评	FY23	January	44946	673 HF	"合肥的宜家是新开的， 非常期待， 实地打卡感觉也很好。停车场在三楼和四楼， 空间比较宽敞， 很好停车。从一楼开始往上参观， 样板房很多， 设计风格很北欧。吃饭的地方在二楼， 环境很干净， 微信点餐排队取餐， 等待时间比较少。
推荐牛排， 感觉味道比较好， 三文鱼沙拉也很可口。"
大众点评	FY23	January	44946	481 NJ	快过年， 娃想到宜家逛逛！确实很久没来， 就带着老人和孩子一起， 里面依旧氛围感满满， 走走逛逛看看， 虽然这次没有买什么大东西， 但小的物件创意十足。四点多肚子有点饿， 来宜家餐厅吃了点东西， 发现有生日蛋糕券， 又吃了好吃的提拉米苏， 就是现在已经涨价到快二十了， 原价买还是有点贵的！羊肉串十几块一串， 虽然不便宜， 但口味很正宗！虾排不是油炸的， 口味还行， 奥尔良鸡翅味道不错， 肉丸依旧， 总体水准在线！几样不算蛋糕一共125多！
大众点评	FY23	January	44946	058 TJDL	"新年好去处🏮
因为去年疫情， 已经很久没有逛过宜家了。
宜家已经换上新年布置了， 非常有过年的氛围。
好多展示房也都更换了新的装修风格， 
每次来都会带来视觉和思想上的冲击。
宜家餐厅暂时没有新品， 
主食只有意面和三杯鸡两种， 人均50+。
过年期间在宜家转转也是个不错的选择呀[嘿哈]"
大众点评	FY23	January	44946	572 ZZ	"郑州家居｜品类齐全
  地理位置：位置在北三环江山路东北部， 西边有地铁3号线， 北部有4号线， 交通便利[强]
  参考时间：平时的人还是比较多的， 大家平时可以避开下午， 其他的时间段相对来说人比较少；
  室内环境：环境确实是不错的， 不管是家居的摆放还是整体的布局都能给人们带来一种赏心悦目的感觉。
  
  [购买]所购商品:
买的一个宜家小推车， 价格为199， 如果大家宜家家居价格有些高的话也可以选择在各大平台上查找低价位的， 网上也有很多噢；以及蓝莓香蕉冰淇淋， 个人感觉味道一般， 略甜。里边的食品价格确实还是蛮"
大众点评	FY23	January	44949	481 NJ	"十年之前天天去宜家， 对于宜家的每款产品不说了如指掌吧， 也知道的七七八八了。一直想吃餐厅的瑞典肉丸， 但每次都是人满为患。今天来的巧了， 人不算多， 好在有位置。(*˘︶˘*).｡.:*♡
小户型的设计风格一如既往的很喜欢， 有很多想法可以参考"
大众点评	FY23	January	44950	673 HF	"交通：地铁三号线五号线到海棠站下车， 六、七号口出站即是。公交车：155、232、126、233到海棠站下车即到。
布局：一边聚荟， 一边宜家， 一楼吃喝+商场， 二楼吃喝+家居。每一个家居自然设计好， 布局简单紧凑， 适合小户型。来这里年轻人居多， 吃喝逛买一条龙服务。
一楼的大厅里有李想、蔚来、极氪电动汽车展厅。如果开车来这里可以落车三楼、四楼。这是宜家的一大特色。不怕你开车， 就怕你不来啊！有些地方还在完善之中， 负一楼尚在建设中， 期待未来完善的更好。"
大众点评	FY23	January	44950	214 XHM	"[理由]选店理由：挨着荟聚 一起来转转， 几个宜家家居风格一样
[购买]所购商品：转转看看 没啥可买的 
[风格特色]风格特色：瑞典🇸🇪简单风
小吃和宜家餐厅永远都是人多多的， 价格也还好、本次赶上过年🧨时间去 更是走不动道 鉿
也没买啥 不过觉得没有北四环的宜家大"
大众点评	FY23	January	44949		"[理由]选店理由：
设计简约， 非常适合年轻人的审美， 样板间设计款式挺多， 参考性强。
[购买]所购商品：
碗具， 简约实用。
宜家的午餐还是挺不错的， 我们三个人点了无限回购的虾排， 一口咬下去外酥里嫩， 非常香。瑞典肉丸不是很推荐， 牛排也一般， 好在价格实惠。"
大众点评	FY23	January	44949	621 KM	"[理由]选店理由：
拍照很好看， 而且里面的吃的也很NICe

[风格特色]风格特色：
家居各个方面都有， 并且各个配色及分类都很好看， 让人觉得很温馨， 让人对家很有向往， 情侣们最为约会场地也是一个不错的选择， 可以一起探讨对未来的展望等等。

[服务]服务细节：
里面还有宝宝专门的托管， 并且还有针对小朋友的集勋章活动也很好。住在附近的人可以经常去。"
大众点评	FY23	January	44949	886 SY	"经久不衰可以无限逛的室内景点 宜家
每次来都看到不同的设计摆放 
给了不一样的灵感
足足两层可以逛的空间 就足够走一段时间的
另外宜家经典餐厅 虽然味道并不惊艳 万年不变的菜品每每来吃都有回忆的味道
逛完到一楼以甜筒结束 满足"
大众点评	FY23	January	44949	885 BC	宜家餐馆实在是太太太太太太垃圾了， 又难吃， 又涨价了好像， 难吃是真的难吃， 饮料没有任何味道， 真的是越来越差！！！
大众点评	FY23	January	44949	886 SY	"大年初二， 宜家家居恢复正常营业， 人不少， 比预计得人多挺多， 和平时周末差一点点， 各种物资和疫情前比基本涨价了。要不是吃完饭溜溜， 消化食， 还是在宜家家居的APP上看东西比较好， 线下找东西不方便。
宜家家居餐厅人最多， 最集中。"
大众点评	FY23	January	44949	558 TJZB	过年去宜家， 初一想过去转转， 看网上说10点开门， 我们差不多十点二十过去的， 没开门， 打了客服电话， 醉后在十点四十差不多， 让我们进去的， 在外面二十分钟很冷的， 不过宜家还是很不错的， 人家本来11点开门的， 写错了， 写成10点， 不过也让我们进去了， 很开心， 里面很多家庭装饰， 发朋友圈有三十个赞还能领一个里约娃娃， 不错呦！
大众点评	FY23	January	44949	802 SYQ	大年初一逛宜家， 想不到人这么多， 带小孩的尤其多， 感觉是来遛娃的。先去看了楼上的客厅厨卫家具。2月份整体厨房有满额赠宜家卡的优惠， 还提供25年质保。参观了样板屋， 确实很有启发。卫浴用品也很有创意， 特别适合空间比较小的家庭。试了一把哈伯格的椅子， 半躺着很舒适， 考虑将来买一把。毕利书柜组合价格也很划算， 高度有237厘米， 感觉容量不小， 不过宜家都是板式家具， 品质跟实木的没法比。很喜欢厨房的隔板、挂杆、挂篮的设计， 使用方便， 节省空间。另外就是一些家居用品特别实用， 收纳盒、餐盘茶杯饭盒、坐垫窗帘， 选购的人很多。餐厅人
大众点评	FY23	January	44950	802 SYQ	"很多年没逛宜家了， 如今还是人山人海。
家具已经基本都是密度板刨花板了， 不是实木， 连多层或者颗粒板都算不上。价格便宜是便宜， 样式也好看， 但是考虑环保， 算了吧。
小物件都很推荐， 包装也简约。还有乐高和盒子， 挺好挺好。
餐厅吃饭的人特别多， 找不到地方坐， 我都打包啦！"
大众点评	FY23	January	44950	401 HZ	"没来过杭州的宜家， 过年无所事事的待在家里不如来见见世面， 研究下装修， 不过其实场景式逛街真的好有装修的冲动啊， 啥都好奇， 见到写着拉开的柜子没有一个放过。
直到逛不动的那一刻， 立刻就想起了我的冰激凌和热狗， 立马安排上， 十几元的单人套餐， 一个热狗一个鱼丸串， 再加一个冰激凌， 满满足足。
当然最后买到了好多小零碎有趣的玩意儿， 还有一个不错的壁灯。"
大众点评	FY23	January	44950	673 HF	"合肥宜家赶在疫情放开时期开业的， 已经有一个月 本以为错过高峰期， 准备和家人一起去逛， 陶一些实用性价比高的产品。

位置：合肥宜家开庐阳区蒙城路和临泉路交叉口， 自驾是容易堵车拥挤的， 地铁三号线可直达。

服务态度:服务谈不上， 基本都是半自助， 考验合肥市民个人素质的时候了， 停车场也有零散分布的购物车。人超级多， 收银员和销售员似乎没有接受培训， 回家看见账单发现还有毛绒没有给我们装回来。
环境：有半自助餐厅， 吃完自己处理收拾餐盘， 可惜大部分人都是残羹剩饭在桌上， 看起来有点脏乱差， 卫生间就更恶心了， 卫生堪忧！
总结"
大众点评	FY23	January	44950	495 DL	每年过年前都要到宜家购置一些提升家庭节日气氛的物件， 刚好宜家年末也有特价活动， 一拍即合， 购起来！样板间经常调换， 也给了我们很多对于自己小家的设计灵感， 家里增添几个小物件， 就非常能提升幸福感。逛累了宜家餐厅， 吃点喝点， 太开心啦！
大众点评	FY23	January	44950	601QD	"总共有4层楼， 一二楼停车场🅿， 三楼一些小件的物品， 如花瓶， 碗， 抱枕之类。
四楼家具装饰， 有装好的样板间， 看起来很方便， 就是装修风格的样板房太少了， 没有找到我喜欢的那种儿童房间， 不过可以参考一下。吃饭的也在4楼， 春节人真的很多"
大众点评	FY23	January	44950	673 HF	"新开业去了之后蛮失望的 和南京宜家相比面积小了一大半 也没有什么大型家具卖 仓库区也是很小 都是各种种类的家居小商品 
餐厅也是很小挤不进去 雨后商场外地面泥泞 匆匆拿了几袋宜家肉丸 感觉部分商品也涨价了 两层楼一小时也就逛完了"
大众点评	FY23	January	44950	802 SYQ	"环境：
在装修期间， 味道有点大

我只想买床垫跟枕头， 但是要通过宜家的层层设计区域。买完东西下来的真实感受：真的把我累坏了"
大众点评	FY23	January	44950	558 TJZB	曾经最爱的宜家现在也是越去越少了， 餐厅的免费系列取消的取消， 需要附加的附加。就连免费停车的政策都改成了免费三小时， 对于我来说三小时也够， 不过我看群里有不到三小时也收取费用的。去参考样板间的布局还是很不错的。
大众点评	FY23	January	44950	495 DL	"大年初二过来逛宜家， 人还真不少， 新年给自己选了一把椅子， 晒太阳读书都有了， 亲测真的很舒服， 以后真的要少坐沙发多坐坐椅子， 腰椎是需要日常的保养和维护的！
来宜家除了逛更主要的还要吃， 宜家的几款经典小食都是我的菜， 瑞典肉圆， 烟熏三文鱼， 鳕鱼都很好吃， 沙拉也必须来一份， 当然最后冰淇淋🍦是一定要吃的， 这已经是来宜家的仪式了， 哈哈哈[笑哭]"
大众点评	FY23	January	44950	214 XHM	本来很去买新年东西， 顺便去瑞典食品屋把会员免换购的小东西领了， 到店告诉我必须消费才能用。就买了个东西去结账， 结果结账出了点差错收了两样的费用， 突然又原地改口， 两件换购得买两样。那怎么不一开始说清楚？结账错了才临时改口， 体验极差[微笑]
大众点评	FY23	January	44950	802 SYQ	年前的工作日来的， 人还真不少， 11点半先去三楼餐厅吃饭， 有空余座位， 吃饱再逛。地下停车场有三层， 车位相对充足。儿童玩具有上新品， 海洋系列的， 大鲨鱼、大虎鲸129米， 八爪鱼99米， 小海豚🐬小鲨鱼79米， 另外还有丛林动物恐龙、蛇、老虎、猩猩以及大熊猫， 造型都很可爱， 娃后面挑选了一个八爪鱼。逛一圈下来又买了些衣架地垫等家居小物件， 自助扫码结账， 小票别扔留着， 会员消费200米以上可以减免2小时停车费。
大众点评	FY23	January	44950	521 JN	宜家家居， 工作日去的， 没想到人还挺多的， 寒假期间的周三， 午餐的时候， 那人真是相当多了， 口罩后第一次去公共场所摘口罩吃饭， 没想到这么多人， 是吃呢还是吃呢还是吃呢， 呵呵。经过十多天的考验， 证实没事。家居依然很养眼。[色][色][色]
大众点评	FY23	January	44949	673 HF	"「宜家家居合肥商场」
餐厅价格还好不是很贵， 走累了对付一口
家具价格也还好吧反正商场里就那样

装修价格：
提醒一下大家特卖区的家具都是组装好的， 需要自己拿回家， 如果大型家具自己拿不走需要配送也需要付配送费， 而且特卖区的家具大多数有瑕疵， 应该都是运输过程碰撞弄的退回的售后品

服务态度：
服务员态度都挺好的， 很有礼貌

宜家挺大的适合去闲逛， 快的半小时逛完
就是人很多很热， 进去可以把外套放在寄存处"
大众点评	FY23	January	44949	340 WH	"特别适合即将装修房子的人来逛， 寻找设计灵感， 可以逛， 也可以吃饭， 一般带着目的来逛的可以消耗一下午的时间在这里。

商品的品种特别多， 人也特别多， 有的地方会出行拥堵， 从手推车区域开始， 行进更加缓慢了。大家尽量避开高峰期去， 建议一大早开门就去。
[呲牙][呲牙][呲牙]"
大众点评	FY23	January	44948	484 SuZ	"品种繁多[礼花]
各式各样
逛完了还可以享受美食， 棒棒哒
停车场有室外和室内的， 车位多， 停车方便。
逛累了， 桌椅板凳多的是， 尽情坐[偷笑][偷笑]"
大众点评	FY23	January	44949	459 FS	"走走逛逛的好地方哈哈(ಡωಡ)hiahiahia！

这里和美林店的区别就是这里要走楼梯！

今天过来人不算很多！
很适合走走逛逛！

现在商场满300-30元， 有活动！
刚需的话性价比杠杠哒！

逛吃逛吃逛吃， 这里餐厅必选三文鱼（配上酸青瓜）味道棒棒哒！

一点都不会感觉腻腻！

蔬菜沙拉很不错(*๓´╰╯`๓)♡， 配上沙拉酱吃， 才有灵魂！

特价9.9的蛋糕🍰不好吃(｢･ω･)｢嘿！

建议选正常价格的提拉米苏和抹茶蛋糕🍰！
正常价格的蛋糕才好吃(｢･ω･)｢嘿！

这里的雪糕还是不错(*๓´╰╯"
大众点评	FY23	January	44949	558 TJZB	"家中用了几年的吃饭时候坐的凳子坏了 想去宜家买2个换一下 之前的也是在宜家买的 使用率不算很高的情况下用了6年 供参考 
好久没吃烟熏三文鱼了 一下拿了好几份来尝尝 真的是百吃不厌
其他的味道都还好 甜品实在是不敢恭维 都太甜了 
正好赶上送券 拿券在超市买东西还是很划算的"
